title;film_id;type;id_rating;director;cast;country;date_added;release_year;duration;id_listed_in;marks
Worth;s113;Movie;1;Sara Colangelo;Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio;;September 3, 2021;2021;119 min;67;2
Afterlife of the Party;s114;Movie;5;Stephen Herek;Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland;;September 2, 2021;2021;110 min;68;2
Anjaam;s115;Movie;4;Rahul Rawail;Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar;India;September 2, 2021;1994;143 min;31;2
Bright Star;s116;Movie;3;Jane Campion;Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin;United Kingdom, Australia, France;September 2, 2021;2009;119 min;69;3
Dhanak;s117;Movie;5;Nagesh Kukunoor;Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Suresh Menon, Vijay Maurya, Rajiv Lakshman, Ninad Kamat;India;September 2, 2021;2015;114 min;70;2
Final Account;s118;Movie;1;Luke Holland;;United Kingdom, United States;September 2, 2021;2021;94 min;1;3
Gurgaon;s119;Movie;4;Shanker Raman;Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma;India;September 2, 2021;2017;106 min;31;4
Here and There;s120;Movie;2;JP Habac;Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon;;September 2, 2021;2020;99 min;58;1
Heroes of Goo Jit Zu;s121;TV Show;7;;Jon Allen, Kellen Goff, Joe Hernandez, Kaiji Tang;Australia;September 2, 2021;2021;1 Season;33;4
Hotel Del Luna;s122;TV Show;4;;Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho;;September 2, 2021;2019;1 Season;5;3
In the Cut;s123;Movie;8;Jane Campion;Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer;United Kingdom, Australia, France, United States;September 2, 2021;2003;118 min;18;4
Luv Kushh;s124;TV Show;7;;;;September 2, 2021;2012;1 Season;30;1
Pororo - The Little Penguin;s125;TV Show;7;;;South Korea;September 2, 2021;2013;3 Seasons;55;4
Q-Force;s126;TV Show;2;;Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers;United States;September 2, 2021;2021;1 Season;71;3
Shikara;s127;Movie;4;Vidhu Vinod Chopra;Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai;India;September 2, 2021;2020;115 min;58;4
A Cinderella Story;s128;Movie;3;Mark Rosman;Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg;United States, Canada;September 1, 2021;2004;95 min;13;3
Agatha Christie's Crooked House;s129;Movie;1;Gilles Paquet-Brenner;Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington;;September 1, 2021;2017;115 min;31;2
An Unfinished Life;s130;Movie;1;Lasse Hallström;Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson;Germany, United States;September 1, 2021;2005;108 min;67;3
Barbie Big City Big Dreams;s131;Movie;6;Scott Pleydell-Pearce;America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott;;September 1, 2021;2021;63 min;72;2
Blade Runner: The Final Cut;s132;Movie;8;Ridley Scott;Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull;United States;September 1, 2021;1982;117 min;73;4
Brave Animated Series;s133;TV Show;2;;Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui;;September 1, 2021;2021;1 Season;74;3
Chappie;s134;Movie;8;Neill Blomkamp;Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede;South Africa, United States;September 1, 2021;2015;121 min;75;1
Clear and Present Danger;s135;Movie;1;Phillip Noyce;Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz;United States, Mexico;September 1, 2021;1994;142 min;34;1
Cliffhanger;s136;Movie;8;Renny Harlin;Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield;United States, Italy, France, Japan;September 1, 2021;1993;113 min;39;0
Cold Mountain;s137;Movie;8;Anthony Minghella;Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone;United States, Italy, Romania, United Kingdom;September 1, 2021;2003;154 min;69;3
Crocodile Dundee in Los Angeles;s138;Movie;3;Simon Wincer;Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson;Australia, United States;September 1, 2021;2001;95 min;76;2
Dear John;s139;Movie;1;Lasse Hallström;Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter;United States;September 1, 2021;2010;108 min;69;3
Do the Right Thing;s140;Movie;8;Spike Lee;Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval;United States;September 1, 2021;1989;120 min;77;3
El patrón, radiografía de un crimen;s141;Movie;2;Sebastián Schindel;Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote;Argentina, Venezuela;September 1, 2021;2014;100 min;31;1
Extraction;s142;Movie;8;Steven C. Miller;Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen;United States, United Kingdom, Canada;September 1, 2021;2015;82 min;39;1
Freedom Writers;s143;Movie;1;Richard LaGravenese;Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith;Germany, United States;September 1, 2021;2007;124 min;67;4
Green Lantern;s144;Movie;1;Martin Campbell;Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett;United States;September 1, 2021;2011;114 min;75;4
House Party;s145;Movie;8;Reginald Hudlin;Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges;United States;September 1, 2021;1990;104 min;78;1
House Party 2;s146;Movie;8;George Jackson, Doug McHenry;Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah;United States;September 1, 2021;1991;94 min;79;4
House Party 3;s147;Movie;8;Eric Meza;Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander;United States;September 1, 2021;1994;94 min;80;1
How to Be a Cowboy;s148;TV Show;5;;;;September 1, 2021;2021;1 Season;44;0
HQ Barbers;s149;TV Show;4;Gerhard Mostert;Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola, Flora Chiedo, Emeka Nwagbaraocha, Anthony Oseyemi, Oluwabukola Thomas, Soibifaa Dokubo;;September 1, 2021;2020;1 Season;81;1
I Got the Hook Up;s150;Movie;8;Michael Martin;Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X;United States;September 1, 2021;1998;93 min;76;3
In Too Deep;s151;Movie;8;Michael Rymer;Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri;United States;September 1, 2021;1999;97 min;18;3
Initial D;s152;Movie;4;Andrew Lau Wai-keung, Alan Mak;Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee;China, Hong Kong;September 1, 2021;2005;109 min;82;3
Janoskians: Untold and Untrue;s153;Movie;2;Brett Weiner;Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks;United States;September 1, 2021;2016;88 min;25;0
Kid-E-Cats;s154;TV Show;6;;Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder;Russia;September 1, 2021;2016;2 Seasons;30;2
Kuroko's Basketball;s155;TV Show;2;;Kensho Ono, Yuki Ono, Chiwa Saito, Yoshimasa Hosoya, Hirofumi Nojima, Kenji Hamada, Takuya Eguchi, Soichiro Hoshi, Tatsuhisa Suzuki, Go Inoue, Daisuke Ono, Ryohei Kimura, Junichi Suwabe, Kazuya Nakai, Fumiko Orikasa, Kenichi Suzumura, Kisho Taniyama, Hiroshi Kamiya;Japan;September 1, 2021;2015;3 Seasons;83;1
Labyrinth;s156;Movie;3;Jim Henson;David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser;United Kingdom, United States;September 1, 2021;1986;101 min;84;5
Letters to Juliet;s157;Movie;3;Gary Winick;Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan;United States;September 1, 2021;2010;105 min;85;1
Level 16;s158;Movie;4;Danishka Esterhazy;Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira;Canada;September 1, 2021;2018;102 min;57;0
Love Don't Cost a Thing;s159;Movie;1;Troy Byer;Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman;United States;September 1, 2021;2003;101 min;68;4
Love in a Puff;s160;Movie;2;Pang Ho-cheung;Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok;Hong Kong;September 1, 2021;2010;103 min;50;4
Major Dad;s161;TV Show;5;;Gerald McRaney, Shanna Reed, Nicole Dubuc, Chelsea Hertford, Marisa Ryan, Matt Mulhern, Beverly Archer, Jon Cypher;United States;September 1, 2021;1992;4 Seasons;27;1
Mars Attacks!;s162;Movie;1;Tim Burton;Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman;United States;September 1, 2021;1996;106 min;86;2
Marshall;s163;Movie;1;Reginald Hudlin;Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss;United States, China, Hong Kong;September 1, 2021;2017;118 min;67;3
My Boss's Daughter;s164;Movie;8;David Zucker;Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon;United States;September 1, 2021;2003;86 min;68;0
Mystery Men;s165;Movie;1;Kinka Usher;Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits;United States;September 1, 2021;1999;121 min;76;1
Oldsters;s166;TV Show;2;;Patricio Contreras, Alejandro Goic, Sergio Hernández, Mariana Loyola Ruz, Alejandro Trejo, Daniel Alcaíno Cuevas, Nicolás Poblete, Susana Hidalgo, Gloria Münchmeyer;;September 1, 2021;2019;1 Season;65;1
Once Upon a Time in America;s167;Movie;8;Sergio Leone;Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden;Italy, United States;September 1, 2021;1984;229 min;87;2
Open Season 2;s168;Movie;3;Matthew O'Callaghan, Todd Wilderman;Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack;United States, Canada;September 1, 2021;2008;76 min;13;5
Osmosis Jones;s169;Movie;3;Bobby Farrelly, Peter Farrelly;Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein;United States;September 1, 2021;2001;95 min;88;2
Poseidon;s170;Movie;1;Wolfgang Petersen;Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez;United States;September 1, 2021;2006;98 min;34;0
Rhyme & Reason;s171;Movie;8;Peter Spirer;"Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean ""P. Diddy"" Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave";United States;September 1, 2021;1997;89 min;59;4
Same Kind of Different as Me;s172;Movie;1;Michael Carney;Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt;United States;September 1, 2021;2017;120 min;89;4
School of Rock;s173;Movie;1;Richard Linklater;Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green;United States, Germany;September 1, 2021;2003;110 min;80;1
Snervous Tyler Oakley;s174;Movie;1;Amy Rice;Tyler Oakley;United States;September 1, 2021;2015;83 min;90;4
Tears of the Sun;s175;Movie;8;Antoine Fuqua;Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie;United States;September 1, 2021;2003;121 min;34;1
The Blue Lagoon;s176;Movie;8;Randal Kleiser;Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio;United States;September 1, 2021;1980;105 min;69;3
The Golden Child;s177;Movie;1;Michael Ritchie;Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis, Victor Wong, Randall Tex Cobb, James Hong, Shakti Chen, Tau Logo, Tiger Chung Lee;United States;September 1, 2021;1986;94 min;76;3
The Guns of Navarone;s178;Movie;4;J. Lee Thompson;Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle, James Darren, Irene Papas, Gia Scala, James Robertson Justice, Richard Harris;United Kingdom, United States;September 1, 2021;1961;156 min;91;4
The Interview;s179;Movie;8;Evan Goldberg, Seth Rogen;James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy Simons, Reese Alexander, James Yi;United States;September 1, 2021;2014;112 min;76;1
The Nutty Professor;s180;Movie;1;Tom Shadyac;Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon;United States;September 1, 2021;1996;95 min;68;0
The Nutty Professor II: The Klumps;s181;Movie;1;Peter Segal;Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott;;September 1, 2021;2000;107 min;68;3
Turning Point: 9/11 and the War on Terror;s182;TV Show;4;;;;September 1, 2021;2021;1 Season;92;3
Welcome Home Roscoe Jenkins;s183;Movie;1;Malcolm D. Lee;Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.;United States;September 1, 2021;2008;114 min;25;2
In the Line of Fire;s184;Movie;8;Wolfgang Petersen;Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes;United States;August 31, 2021;1993;129 min;91;5
Sparking Joy;s185;TV Show;5;;Marie Kondo;United States;August 31, 2021;2021;1 Season;44;2
Untold: Crime & Penalties;s186;Movie;2;Chapman Way, Maclain Way;;;August 31, 2021;2021;86 min;56;2
Hometown Cha-Cha-Cha;s187;TV Show;4;;Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk;;August 29, 2021;2021;1 Season;5;0
The Ingenuity of the Househusband;s188;TV Show;9;;Kenjiro Tsuda;;August 29, 2021;2021;1 Season;93;2
2 Alone in Paris;s189;Movie;2;Ramzy Bedia, Éric Judor;Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy;France;August 28, 2021;2008;97 min;21;5
Bread Barbershop;s190;TV Show;6;;Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim;;August 28, 2021;2020;2 Seasons;33;4
Thimmarusu;s191;Movie;4;Sharan Koppisetty;Satya Dev, Priyanka Jawalkar, Brahmaji;India;August 28, 2021;2021;125 min;12;2
Wind River;s192;Movie;8;Taylor Sheridan;Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene;United Kingdom, Canada, United States;August 28, 2021;2017;107 min;94;1
C Kkompany;s193;Movie;4;Sachin Yardi;Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra;India;August 27, 2021;2008;127 min;95;4
D.P.;s194;TV Show;2;;Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku;, South Korea;August 27, 2021;2021;1 Season;41;2
Deadly Sins;s195;TV Show;2;;Frank Ramirez, Patricia Castañeda, Chela del Río, Patrick Delmas, María José Martínez, Robinson Díaz, Juan Ángel, Guillermo Olarte, Constanza Duque, Marcela Carvajal;;August 27, 2021;2002;1 Season;96;2
EMI: Liya Hai To Chukana Padega;s196;Movie;4;Saurabh Kabra;Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda;India;August 27, 2021;2008;128 min;50;4
He's All That;s197;Movie;4;Mark Waters;Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian;;August 27, 2021;2021;92 min;68;1
I Heart Arlo;s198;TV Show;7;;Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea;;August 27, 2021;2021;1 Season;33;2
King of Boys: The Return of the King;s199;TV Show;2;Kemi Adetiba;"Sola Sobowale, Toni Tones, Richard Mofe-Damijo, Efa Iwara, Titi Kuti, Tobechukwu ""iLLbliss"" Ejiofor, Remilekun ""Reminisce"" Safaru, Charles  ""Charly Boy"" Oputa, Nse Ikpe-Etim, Keppy Ekpenyong Bassey, Bimbo Manuel, Akin Lewis, Lord Frank, Osas Ighodaro, Taiwo Ajai-Lycett, Paul Sambo";Nigeria;August 27, 2021;2021;1 Season;97;4
Koi Aap Sa;s200;Movie;4;Partho Mitra;Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta;India;August 27, 2021;2006;135 min;50;5
Krishna Cottage;s201;Movie;4;Santram Varma;Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi;India;August 27, 2021;2004;124 min;98;3
Kucch To Hai;s202;Movie;4;Anil V. Kumar, Anurag Basu;Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra;India;August 27, 2021;2003;136 min;31;4
Kyaa Kool Hai Hum;s203;Movie;2;Sangeeth Sivan;Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean;India;August 27, 2021;2005;165 min;24;1
Kyaa Kool Hain Hum 3;s204;Movie;2;Umesh Ghadge;Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla;India;August 27, 2021;2016;124 min;21;4
Kyaa Super Kool Hain Hum;s205;Movie;2;Sachin Yardi;Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave;India;August 27, 2021;2012;136 min;21;1
Kyo Kii... Main Jhuth Nahin Bolta;s206;Movie;4;David Dhawan;Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl;India;August 27, 2021;2001;150 min;99;1
